FID,ZIP,OBJECTID_1,DEPCODE,COUNTYNAME,FieldMatch,POName,Places,OBJECTID_12,ZIPX,c_places,Cases_1,LabelY,SHAPE_Length,SHAPE_Area
823,33870,1291,28,Highlands,Highlands-33870,Sebring,Sebring,414,Highlands-33870,Sebring,54,54,1.112885448,0.018331484
824,33872,1293,28,Highlands,Highlands-33872,Sebring,Sebring,415,Highlands-33872,Sebring,12,12,0.42052549,0.00546429
825,33873,1294,25,Hardee,Hardee-33873,Wauchula,"Zolfo Springs, Wauchula, Fort Green Springs, Lemon Grove, Ona",393,Hardee-33873,Wauchula,58,58,1.310739284,0.033541537
826,33875,1297,28,Highlands,Highlands-33875,Sebring,Sebring,416,Highlands-33875,Sebring,7,7,0.709210092,0.013758924
827,33876,1298,28,Highlands,Highlands-33876,Sebring,Sebring,417,Highlands-33876,Sebring,<5,-2,0.579732739,0.009101162
828,33880,1299,53,Polk,Polk-33880,Winter Haven,"Bartow, Eagle Lake, Winter Haven, Auburndale, Alturas, Cypress Gardens, Inwood, Jan Phyl Village, Wahneta",932,Polk-33880,"Wahneta, Winter Haven",62,62,1.005485405,0.012369813
829,33881,1300,53,Polk,Polk-33881,Winter Haven,"Dundee, Lake Alfred, Lake Hamilton, Winter Haven, Auburndale, Inwood",933,Polk-33881,Winter Haven,66,66,0.557145763,0.007139232
830,33884,1301,53,Polk,Polk-33884,Winter Haven,"Lake Wales, Dundee, Winter Haven, Cypress Gardens",934,Polk-33884,"Cypress Gardens, Winter Haven",78,78,0.50770563,0.006642967
831,33890,1303,25,Hardee,Hardee-33890,Zolfo Springs,"Zolfo Springs, Gardner, Lemon Grove, Limestone",394,Hardee-33890,Zolfo Springs,11,11,1.25541101,0.057739635
832,33896,1305,49,Osceola,Osceola-33896,Davenport,"Kissimmee, Campbell, Celebration, Four Corners, Loughman, Poinciana",753,Osceola-33896,Davenport,<5,-2,0.538423406,0.002422901
833,33896,1306,53,Polk,Polk-33896,Davenport,"Four Corners, Loughman",935,Polk-33896,"Champions Gate, Davenport",17,17,0.301557861,0.001781403
834,33897,1309,53,Polk,Polk-33897,Davenport,Four Corners,936,Polk-33897,Davenport,40,40,0.522070167,0.007306321
835,33898,1310,49,Osceola,Osceola-33898,Lake Wales,Lake Wales,754,Osceola-33898,,0,0,0.925304451,0.002100059
836,33898,1311,53,Polk,Polk-33898,Lake Wales,"Lake Wales, Dundee, Highland Park, Waverly",937,Polk-33898,Lake Wales,17,17,2.17266079,0.052740142
837,33901,1312,36,Lee,Lee-33901,Fort Myers,Fort Myers,537,Lee-33901,Fort Myers,120,120,0.205151254,0.002106911
838,33903,1314,36,Lee,Lee-33903,North Fort Myers,"Cape Coral, Lochmoor Waterway Estates, North Fort Myers, Palmona Park",538,Lee-33903,"Fort Myers, North Fort Myers",36,36,0.64486131,0.006435873
839,33904,1315,36,Lee,Lee-33904,Cape Coral,Cape Coral,539,Lee-33904,Cape Coral,48,48,0.266641205,0.003953233
840,33905,1316,36,Lee,Lee-33905,Fort Myers,"Fort Myers, Buckingham, Fort Myers Shores, Lehigh Acres, North Fort Myers, Olga, Tice",540,Lee-33905,"Fort Myers, Tice",110,110,0.513441325,0.010246786
841,33907,1317,36,Lee,Lee-33907,Fort Myers,"Fort Myers, Cypress Lake, Page Park, Pine Manor, Villas, Whiskey Creek",541,Lee-33907,Fort Myers,206,206,0.240957208,0.001834961
842,33908,1318,36,Lee,Lee-33908,Fort Myers,"Fort Myers Beach, Cypress Lake, Estero, Harlem Heights, Iona, McGregor, Punta Rassa, San Carlos Park, Villas",542,Lee-33908,Fort Myers,115,115,1.52599461,0.010674911
843,33909,1319,36,Lee,Lee-33909,Cape Coral,"Cape Coral, Burnt Store Marina, North Fort Myers",543,Lee-33909,Cape Coral,86,86,0.372860765,0.004680276
844,33912,1320,36,Lee,Lee-33912,Fort Myers,"Fort Myers, San Carlos Park, Three Oaks, Villas",544,Lee-33912,Fort Myers,66,66,0.343946725,0.00532983
845,33913,1322,36,Lee,Lee-33913,Fort Myers,"Fort Myers, Estero, Gateway, Lehigh Acres, Three Oaks",545,Lee-33913,"Fort Myers, Miromar Lakes",53,53,0.891780937,0.025427564
846,33914,1323,36,Lee,Lee-33914,Cape Coral,"Cape Coral, Matlacha Isles-Matlacha Shores",546,Lee-33914,Cape Coral,70,70,0.746089687,0.006525329
847,33916,1324,36,Lee,Lee-33916,Fort Myers,Fort Myers,547,Lee-33916,Fort Myers,101,101,0.292619159,0.002792846
848,33917,1325,8,Charlotte,Charlotte-33917,North Fort Myers,North Fort Myers,140,Charlotte-33917,,0,0,0.320137503,0.001322667
849,33917,1326,36,Lee,Lee-33917,North Fort Myers,"Cape Coral, North Fort Myers, Palmona Park, Suncoast Estates",548,Lee-33917,"Fort Myers, North Fort Myers",34,34,0.497674082,0.012403781
850,33919,1327,36,Lee,Lee-33919,Fort Myers,"Fort Myers, Cypress Lake, Iona, McGregor, Pine Manor, Villas, Whiskey Creek",549,Lee-33919,Fort Myers,47,47,0.259679498,0.002687948
851,33920,1330,36,Lee,Lee-33920,Alva,"Alva, Buckingham, Charleston Park, Fort Denaud, Fort Myers Shores, Lehigh Acres, North Fort Myers, Olga",550,Lee-33920,Alva,9,9,0.621137026,0.014983925
852,33921,1332,36,Lee,Lee-33921,Boca Grande,Boca Grande,551,Lee-33921,Boca Grande,<5,-2,1.108521109,0.001634597
853,33922,1333,36,Lee,Lee-33922,Bokeelia,"Bokeelia, Pine Island Center, Pineland, St. James City",552,Lee-33922,Bokeelia,<5,-2,1.667539278,0.004231204
854,33924,1334,36,Lee,Lee-33924,Captiva,"Sanibel, Captiva",553,Lee-33924,Captiva,<5,-2,0.475301983,6.81E-04
855,33928,1336,36,Lee,Lee-33928,Estero,"Bonita Springs, Estero",554,Lee-33928,Estero,62,62,1.152076874,0.016508462
856,33931,1337,36,Lee,Lee-33931,Fort Myers Beach,"Fort Myers Beach, Bonita Springs, Iona",555,Lee-33931,Fort Myers Beach,13,13,0.745392227,0.00153036
857,33935,1340,22,Glades,Glades-33935,Labelle,"LaBelle, Fort Denaud",381,Glades-33935,Labelle,<5,-2,0.754543837,0.014536824
858,33935,1341,26,Hendry,Hendry-33935,Labelle,"LaBelle, Alva, Fort Denaud, Port LaBelle",396,Hendry-33935,Labelle,103,103,1.663725122,0.115029313
859,33936,1343,26,Hendry,Hendry-33936,Lehigh Acres,Lehigh Acres,397,Hendry-33936,,0,0,0.084382888,2.55E-04
860,33936,1344,36,Lee,Lee-33936,Lehigh Acres,Lehigh Acres,556,Lee-33936,"Lehigh, Lehigh Acres",77,77,0.451367485,0.002746886
861,33944,1345,22,Glades,Glades-33944,Palmdale,Palmdale,382,Glades-33944,Palmdale,<5,-2,0.219004255,0.001422508
862,33946,1346,8,Charlotte,Charlotte-33946,Placida,Rotonda,141,Charlotte-33946,Placida,<5,-2,2.711108192,0.00913236
863,33947,1348,8,Charlotte,Charlotte-33947,Rotonda West,"Grove City, Rotonda",142,Charlotte-33947,Rotunda West,14,14,0.348975198,0.00291962
864,33948,1349,8,Charlotte,Charlotte-33948,Port Charlotte,Port Charlotte,143,Charlotte-33948,Port Charlotte,46,46,0.757756536,0.00576083
865,33950,1350,8,Charlotte,Charlotte-33950,Punta Gorda,"Punta Gorda, Charlotte Park, Cleveland, Solana",144,Charlotte-33950,Punta Gorda,38,38,0.554793719,0.005942171
866,33952,1351,8,Charlotte,Charlotte-33952,Port Charlotte,"Charlotte Harbor, Port Charlotte",145,Charlotte-33952,Port Charlotte,103,103,0.34318706,0.003666038
867,33953,1352,8,Charlotte,Charlotte-33953,Port Charlotte,"North Port, Port Charlotte",146,Charlotte-33953,Port Charlotte,11,11,0.375249327,0.004644873
868,33954,1354,8,Charlotte,Charlotte-33954,Port Charlotte,"North Port, Port Charlotte",147,Charlotte-33954,Port Charlotte,18,18,0.330492213,0.002142787
869,33955,1356,8,Charlotte,Charlotte-33955,Punta Gorda,"Punta Gorda, Burnt Store Marina, Charlotte Park",148,Charlotte-33955,Punta Gorda,8,8,1.772574332,0.013157753
870,33955,1357,36,Lee,Lee-33955,Punta Gorda,"Cape Coral, Burnt Store Marina, North Fort Myers",557,Lee-33955,,0,0,0.223258501,2.77E-04
871,33956,1358,36,Lee,Lee-33956,Saint James City,"Pine Island Center, St. James City",558,Lee-33956,,0,0,1.313191163,0.003804926
872,33957,1359,36,Lee,Lee-33957,Sanibel,"Sanibel, Captiva",559,Lee-33957,Sanibel,11,11,1.332555544,0.004110562
873,33960,1362,22,Glades,Glades-33960,Venus,Venus,383,Glades-33960,,0,0,1.020981067,0.005425172
874,33960,1363,28,Highlands,Highlands-33960,Venus,Venus,418,Highlands-33960,Venus,<5,-2,1.397342796,0.047540566
875,33965,1364,36,Lee,Lee-33965,Fort Myers,Estero,560,Lee-33965,,0,0,0.071281159,2.85E-04
876,33966,1365,36,Lee,Lee-33966,Fort Myers,"Fort Myers, Villas",561,Lee-33966,Fort Myers,33,33,0.207843566,0.00183384
877,33967,1366,36,Lee,Lee-33967,Fort Myers,"Estero, San Carlos Park, Three Oaks",562,Lee-33967,"Estero, Fort Myers",23,23,0.201496917,0.001885742
878,33971,1367,36,Lee,Lee-33971,Lehigh Acres,"Fort Myers, Buckingham, Gateway, Lehigh Acres",563,Lee-33971,Lehigh Acres,142,142,0.38490037,0.003958194
879,33972,1369,36,Lee,Lee-33972,Lehigh Acres,"Alva, Lehigh Acres",564,Lee-33972,Lehigh Acres,58,58,0.405781227,0.006035439
880,33973,1370,36,Lee,Lee-33973,Lehigh Acres,"Fort Myers, Gateway, Lehigh Acres",565,Lee-33973,Lehigh Acres,54,54,0.133831105,9.11E-04
881,33974,1372,36,Lee,Lee-33974,Lehigh Acres,Lehigh Acres,566,Lee-33974,Lehigh Acres,89,89,0.397004945,0.005450368
882,33976,1373,36,Lee,Lee-33976,Lehigh Acres,Lehigh Acres,567,Lee-33976,"Lehigh, Lehigh Acres",65,65,0.195623039,0.00218038
883,33980,1374,8,Charlotte,Charlotte-33980,Punta Gorda,"Charlotte Harbor, Port Charlotte",149,Charlotte-33980,"Port Charlotte, Punta Gorda",111,111,0.243625582,0.002737034
884,33981,1375,8,Charlotte,Charlotte-33981,Port Charlotte,"North Port, Englewood",150,Charlotte-33981,Port Charlotte,17,17,0.548620069,0.007084831
885,33982,1377,8,Charlotte,Charlotte-33982,Punta Gorda,"Cleveland, North Fort Myers, Solana",151,Charlotte-33982,Punta Gorda,15,15,1.498602611,0.106807936
886,33983,1381,8,Charlotte,Charlotte-33983,Punta Gorda,Harbour Heights,152,Charlotte-33983,"Port Charlotte, Punta Gorda",45,45,0.225766543,0.002774641
887,33990,1383,36,Lee,Lee-33990,Cape Coral,"Cape Coral, Lochmoor Waterway Estates",568,Lee-33990,Cape Coral,67,67,0.240434206,0.002597238
888,33991,1384,36,Lee,Lee-33991,Cape Coral,"Cape Coral, Matlacha Isles-Matlacha Shores",569,Lee-33991,Cape Coral,54,54,0.380490398,0.003574294
889,33993,1386,36,Lee,Lee-33993,Cape Coral,"Cape Coral, Burnt Store Marina, Matlacha, Matlacha Isles-Matlacha Shores",570,Lee-33993,"Cape Coral, Matlacha",71,71,2.302585387,0.012265673
890,34102,1387,11,Collier,Collier-34102,Naples,Naples,181,Collier-34102,Naples,56,56,0.623789743,0.001391786
891,34103,1388,11,Collier,Collier-34103,Naples,"Naples, Pelican Bay",182,Collier-34103,Naples,16,16,0.281076907,8.35E-04
892,34104,1389,11,Collier,Collier-34104,Naples,Naples,183,Collier-34104,Naples,71,71,0.247527842,0.002400851
893,34105,1390,11,Collier,Collier-34105,Naples,Naples,184,Collier-34105,Naples,19,19,0.224715154,0.002517645
894,34108,1391,11,Collier,Collier-34108,Naples,"Naples, Naples Park, Pelican Bay, Pine Ridge",185,Collier-34108,Naples,22,22,0.247886035,0.001954628
895,34109,1392,11,Collier,Collier-34109,Naples,"Pine Ridge, Vineyards",186,Collier-34109,Naples,60,60,0.231442243,0.003156326
896,34110,1393,11,Collier,Collier-34110,Naples,"Bonita Springs, Naples Park",187,Collier-34110,Naples,57,57,0.331595366,0.003919212
897,34110,1394,36,Lee,Lee-34110,Naples,Bonita Springs,571,Lee-34110,,0,0,0.168710517,1.99E-04
898,34112,1395,11,Collier,Collier-34112,Naples,"Naples, Lely, Lely Resort",188,Collier-34112,Naples,90,90,0.5338782,0.004088402
899,34113,1396,11,Collier,Collier-34113,Naples,"Naples, Lely, Lely Resort, Naples Manor, Verona Walk",189,Collier-34113,Naples,99,99,1.737307352,0.00818491
900,34114,1397,11,Collier,Collier-34114,Naples,"Everglades, Marco Island, Lely Resort, Verona Walk",190,Collier-34114,Naples,52,52,6.198915076,0.053765727
901,34116,1398,11,Collier,Collier-34116,Naples,Golden Gate,191,Collier-34116,Naples,146,146,0.191301757,0.002283956
902,34117,1399,11,Collier,Collier-34117,Naples,Golden Gate,192,Collier-34117,Naples,35,35,1.382188378,0.059296505
903,34119,1400,11,Collier,Collier-34119,Naples,"Bonita Springs, Island Walk, Vineyards",193,Collier-34119,Naples,61,61,0.33143226,0.005412926
904,34119,1401,36,Lee,Lee-34119,Naples,Bonita Springs,572,Lee-34119,,0,0,0.097599674,1.15E-04
905,34120,1402,11,Collier,Collier-34120,Naples,"Bonita Springs, Immokalee, Orangetree",194,Collier-34120,Naples,120,120,0.820816178,0.033211117
906,34134,1404,11,Collier,Collier-34134,Bonita Springs,Bonita Springs,195,Collier-34134,,0,0,0.181724225,3.84E-04
907,34134,1405,36,Lee,Lee-34134,Bonita Springs,"Bonita Springs, Estero",573,Lee-34134,Bonita Springs,17,17,0.973237227,0.003081266
908,34135,1407,36,Lee,Lee-34135,Bonita Springs,"Bonita Springs, Estero",574,Lee-34135,"Bonita Springs, Estero",126,126,0.606453527,0.00874559
909,34138,1408,11,Collier,Collier-34138,Chokoloskee,Chokoloskee,196,Collier-34138,,0,0,0.048844474,5.67E-05
910,34139,1409,11,Collier,Collier-34139,Everglades City,Everglades,197,Collier-34139,,0,0,0.217294609,0.001033494
911,34140,1410,11,Collier,Collier-34140,Goodland,"Marco Island, Goodland",198,Collier-34140,Goodland,<5,-2,0.063580129,3.83E-05
912,34141,1412,11,Collier,Collier-34141,Ochopee,"Everglades, Plantation Island",199,Collier-34141,Ochopee,<5,-2,2.467722435,0.174053589
913,34142,1416,11,Collier,Collier-34142,Immokalee,Immokalee,200,Collier-34142,"Ave Maria, Immokalee",754,754,2.097770588,0.113931721
914,34142,1417,26,Hendry,Hendry-34142,Immokalee,Immokalee,398,Hendry-34142,,0,0,1.031112924,0.028523001
915,34145,1419,11,Collier,Collier-34145,Marco Island,Marco Island,201,Collier-34145,Marco Island,19,19,2.049974624,0.004581665
916,34201,1420,41,Manatee,Manatee-34201,Bradenton,Bradenton,609,Manatee-34201,"Bradenton, University Park",6,6,0.162004588,8.50E-04
917,34202,1421,41,Manatee,Manatee-34202,Bradenton,Bradenton,610,Manatee-34202,"Bradenton, Lakewood Ranch",45,45,0.406588013,0.00541449
918,34203,1423,41,Manatee,Manatee-34203,Bradenton,"Bayshore Gardens, Samoset, South Bradenton, West Samoset",611,Manatee-34203,"Braden River, Bradenton",139,139,0.423206583,0.003835636
919,34205,1424,41,Manatee,Manatee-34205,Bradenton,"Bradenton, South Bradenton, West Bradenton, West Samoset",612,Manatee-34205,"Bradenton, West Bradenton",79,79,0.175874659,0.001740704
920,34207,1425,41,Manatee,Manatee-34207,Bradenton,"Bayshore Gardens, South Bradenton, Whitfield",613,Manatee-34207,"Bayshore Gardens, Bradenton",93,93,0.202976402,0.001481064
921,34208,1426,41,Manatee,Manatee-34208,Bradenton,"Bradenton, Ellenton, Samoset, South Bradenton, West Samoset",614,Manatee-34208,Bradenton,269,269,0.341244445,0.004636087
922,34209,1427,41,Manatee,Manatee-34209,Bradenton,"Bradenton, Cortez, West Bradenton",615,Manatee-34209,"Bradenton, Palma Sola",93,93,0.57325325,0.003417688
923,34210,1428,41,Manatee,Manatee-34210,Bradenton,"Bradenton, Bayshore Gardens, Cortez, South Bradenton",616,Manatee-34210,Bradenton,43,43,0.486403308,0.002040559
924,34211,1429,41,Manatee,Manatee-34211,Bradenton,Bradenton,617,Manatee-34211,"Bradenton, Lakewood Ranch",14,14,0.486560976,0.008792036
925,34212,1430,41,Manatee,Manatee-34212,Bradenton,Bradenton,618,Manatee-34212,Bradenton,19,19,0.508639503,0.005585594
926,34215,1431,41,Manatee,Manatee-34215,Cortez,"Bradenton Beach, Holmes Beach, Cortez",619,Manatee-34215,,0,0,0.131605303,1.37E-04
927,34216,1432,41,Manatee,Manatee-34216,Anna Maria,Anna Maria,620,Manatee-34216,,0,0,0.196575438,1.88E-04
928,34217,1433,41,Manatee,Manatee-34217,Bradenton Beach,"Anna Maria, Bradenton Beach, Holmes Beach",621,Manatee-34217,"Bradenton Beach, Holmes Beach",<5,-2,0.498112322,5.52E-04
929,34219,1436,41,Manatee,Manatee-34219,Parrish,Wimauma,622,Manatee-34219,Parrish,45,45,1.59764595,0.053727607
930,34221,1438,41,Manatee,Manatee-34221,Palmetto,"Bradenton, Palmetto, Ellenton, Memphis, West Bradenton",623,Manatee-34221,Palmetto,168,168,1.90501931,0.013308923
931,34222,1439,41,Manatee,Manatee-34222,Ellenton,"Palmetto, Ellenton, Memphis",624,Manatee-34222,Ellenton,33,33,0.271381715,0.001766827
932,34223,1440,8,Charlotte,Charlotte-34223,Englewood,"North Port, Englewood, Manasota Key",153,Charlotte-34223,,0,0,0.42507197,5.65E-04
933,34223,1441,58,Sarasota,Sarasota-34223,Englewood,"North Port, Englewood, Manasota Key, South Venice",964,Sarasota-34223,Englewood,12,12,0.753592337,0.007593963
934,34224,1442,8,Charlotte,Charlotte-34224,Englewood,"North Port, Englewood, Grove City, Manasota Key, Rotonda",154,Charlotte-34224,Englewood,10,10,0.550426949,0.003035925
935,34224,1443,58,Sarasota,Sarasota-34224,Englewood,North Port,965,Sarasota-34224,,0,0,0.302139428,0.003086693
936,34228,1444,41,Manatee,Manatee-34228,Longboat Key,Longboat Key,625,Manatee-34228,"Long Boat Key, Longboat Key",<5,-2,0.423989833,4.89E-04
937,34228,1445,58,Sarasota,Sarasota-34228,Longboat Key,Longboat Key,966,Sarasota-34228,Longboat Key,<5,-2,0.379400339,6.27E-04
938,34229,1446,58,Sarasota,Sarasota-34229,Osprey,"Laurel, Osprey, Vamo",967,Sarasota-34229,Osprey,8,8,0.324512936,0.001482538
939,34231,1447,58,Sarasota,Sarasota-34231,Sarasota,"Sarasota, Gulf Gate Estates, Ridge Wood Heights, Siesta Key, Southgate, South Gate Ridge, South Sarasota, Vamo",968,Sarasota-34231,Sarasota,46,46,0.391833659,0.002355937
940,34232,1448,58,Sarasota,Sarasota-34232,Sarasota,"Sarasota, Bee Ridge, Fruitville, Kensington Park, Sarasota Springs, Southgate, South Gate Ridge, The Meadows",969,Sarasota-34232,Sarasota,33,33,0.217632233,0.002668083
941,34233,1449,58,Sarasota,Sarasota-34233,Sarasota,"Bee Ridge, Gulf Gate Estates, Sarasota Springs, Southgate, South Gate Ridge",970,Sarasota-34233,"Sarasota, West Villages",26,26,0.164455139,0.001454525
942,34234,1450,58,Sarasota,Sarasota-34234,Sarasota,"Sarasota, Desoto Lakes, Kensington Park, North Sarasota",971,Sarasota-34234,Sarasota,52,52,0.187400971,0.001552494
943,34235,1451,58,Sarasota,Sarasota-34235,Sarasota,"Sarasota, Desoto Lakes, Fruitville, Kensington Park, North Sarasota, The Meadows",972,Sarasota-34235,Sarasota,74,74,0.209466469,0.001708652
944,34236,1452,58,Sarasota,Sarasota-34236,Sarasota,"Longboat Key, Sarasota",973,Sarasota-34236,Sarasota,30,30,0.535958309,8.77E-04
945,34237,1453,58,Sarasota,Sarasota-34237,Sarasota,"Sarasota, Kensington Park, North Sarasota, Southgate",974,Sarasota-34237,Sarasota,59,59,0.124565148,9.77E-04
946,34238,1454,58,Sarasota,Sarasota-34238,Sarasota,"Bee Ridge, Gulf Gate Estates, Laurel, Osprey, South Gate Ridge, Vamo",975,Sarasota-34238,Sarasota,38,38,0.295879118,0.00336096
947,34239,1455,58,Sarasota,Sarasota-34239,Sarasota,"Sarasota, Ridge Wood Heights, Sarasota Springs, Southgate, South Gate Ridge, South Sarasota",976,Sarasota-34239,Sarasota,41,41,0.185015976,0.001046115
948,34240,1456,41,Manatee,Manatee-34240,Sarasota,Sarasota,626,Manatee-34240,,0,0,0.365130785,2.06E-04
949,34240,1457,58,Sarasota,Sarasota-34240,Sarasota,"Fruitville, Lake Sarasota",977,Sarasota-34240,Sarasota,12,12,0.697088689,0.016912631
950,34241,1459,58,Sarasota,Sarasota-34241,Sarasota,"Venice, Lake Sarasota",978,Sarasota-34241,Sarasota,10,10,1.188901884,0.034789535
951,34242,1460,58,Sarasota,Sarasota-34242,Sarasota,"Sarasota, Osprey, Siesta Key, South Sarasota",979,Sarasota-34242,"Sarasota, Siesta Key",8,8,0.475737288,9.06E-04
952,34243,1461,41,Manatee,Manatee-34243,Sarasota,"Sarasota, Bayshore Gardens, North Sarasota, Whitfield",627,Manatee-34243,Sarasota,33,33,0.410104837,0.003507553
953,34243,1462,58,Sarasota,Sarasota-34243,Sarasota,"Sarasota, Desoto Lakes, North Sarasota, The Meadows",980,Sarasota-34243,,0,0,0.265377985,8.49E-04
954,34251,1465,41,Manatee,Manatee-34251,Myakka City,Myakka City,628,Manatee-34251,Myakka City,35,35,1.352126574,0.065131449
955,34251,1466,58,Sarasota,Sarasota-34251,Myakka City,Myakka City,981,Sarasota-34251,,0,0,0.614035064,5.99E-04
956,34266,1468,14,Desoto,Desoto-34266,Arcadia,"Arcadia, North Port, Gardner, Limestone, Southeast Arcadia",293,Desoto-34266,Arcadia,201,201,2.026806001,0.135333623
957,34266,1472,58,Sarasota,Sarasota-34266,Arcadia,North Port,982,Sarasota-34266,,0,0,0.455409065,0.006401037
958,34269,1474,14,Desoto,Desoto-34269,Arcadia,North Port,294,Desoto-34269,"Arcadia, Lake Suzy",13,13,0.839885277,0.015272516
959,34275,1476,58,Sarasota,Sarasota-34275,Nokomis,"Venice, Laurel, Nokomis, Osprey",983,Sarasota-34275,"Nokomis, North Venice",12,12,0.891968466,0.005597541
960,34285,1477,58,Sarasota,Sarasota-34285,Venice,"Venice, Laurel, Nokomis, South Venice, Venice Gardens",984,Sarasota-34285,Venice,18,18,0.34170176,0.002176825
961,34286,1480,58,Sarasota,Sarasota-34286,North Port,North Port,985,Sarasota-34286,North Port,33,33,0.711012316,0.009540365
962,34287,1482,58,Sarasota,Sarasota-34287,North Port,"North Port, Warm Mineral Springs",986,Sarasota-34287,North Port,33,33,0.384564903,0.004621332
963,34288,1484,58,Sarasota,Sarasota-34288,North Port,North Port,987,Sarasota-34288,North Port,21,21,0.334659401,0.003710876
964,34289,1485,58,Sarasota,Sarasota-34289,North Port,North Port,988,Sarasota-34289,North Port,<5,-2,0.147230815,9.90E-04
965,34291,1486,58,Sarasota,Sarasota-34291,North Port,North Port,989,Sarasota-34291,North Port,9,9,0.333715552,0.005040237
966,34292,1487,58,Sarasota,Sarasota-34292,Venice,"Venice, North Port, Nokomis, Plantation, Venice Gardens",990,Sarasota-34292,Venice,12,12,0.546861422,0.008486921
967,34293,1488,58,Sarasota,Sarasota-34293,Venice,"Venice, North Port, Plantation, South Venice, Venice Gardens, Warm Mineral Springs",991,Sarasota-34293,Venice,39,39,0.568997563,0.007201263
968,34420,1489,42,Marion,Marion-34420,Belleview,"Belleview, Silver Springs Shores",643,Marion-34420,Belleview,9,9,0.668878747,0.006655868
969,34428,1490,9,Citrus,Citrus-34428,Crystal River,"Inglis, Crystal River",155,Citrus-34428,Crystal River,7,7,1.520833021,0.016706554
970,34429,1492,9,Citrus,Citrus-34429,Crystal River,"Crystal River, Black Diamond, Homosassa Springs, Lecanto",156,Citrus-34429,Crystal River,8,8,4.9162747,0.010445555
971,34431,1494,38,Levy,Levy-34431,Dunnellon,Dunnellon,597,Levy-34431,,0,0,0.545726624,0.006916758
972,34431,1495,42,Marion,Marion-34431,Dunnellon,Dunnellon,644,Marion-34431,Dunnellon,<5,-2,0.557022804,0.015131296
973,34432,1498,42,Marion,Marion-34432,Dunnellon,"Dunnellon, Hernando",645,Marion-34432,Dunnellon,7,7,1.184818431,0.026999347
974,34433,1500,9,Citrus,Citrus-34433,Dunnellon,"Dunnellon, Citrus Springs, Pine Ridge",157,Citrus-34433,Dunnellon,<5,-2,0.512808595,0.00849606
975,34434,1503,9,Citrus,Citrus-34434,Dunnellon,"Dunnellon, Citrus Springs, Hernando, Pine Ridge",158,Citrus-34434,"Citrus Springs, Dunnellon",12,12,0.587425735,0.006346512
976,34436,1505,9,Citrus,Citrus-34436,Floral City,Floral City,159,Citrus-34436,Floral City,<5,-2,0.824530857,0.014431958
977,34442,1508,9,Citrus,Citrus-34442,Hernando,"Citrus Hills, Citrus Springs, Hernando, Lecanto, Pine Ridge",160,Citrus-34442,Hernando,9,9,0.86996282,0.012791806
978,34445,1511,9,Citrus,Citrus-34445,Holder,"Citrus Springs, Hernando, Pine Ridge",161,Citrus-34445,,0,0,0.034654509,4.54E-05
979,34446,1512,9,Citrus,Citrus-34446,Homosassa,"Homosassa, Homosassa Springs, Lecanto, Sugarmill Woods",162,Citrus-34446,Homosassa,5,5,0.54455006,0.007362399
980,34448,1514,9,Citrus,Citrus-34448,Homosassa,"Crystal River, Homosassa, Homosassa Springs, Lecanto, Sugarmill Woods",163,Citrus-34448,Homosassa,5,5,4.445747429,0.018960397
981,34449,1516,9,Citrus,Citrus-34449,Inglis,"Inglis, Yankeetown",164,Citrus-34449,,0,0,0.480450402,0.001990916
982,34449,1517,38,Levy,Levy-34449,Inglis,"Inglis, Yankeetown",598,Levy-34449,,0,0,3.052852072,0.062313529
983,34450,1519,9,Citrus,Citrus-34450,Inverness,"Inverness, Inverness Highlands South",165,Citrus-34450,Inverness,10,10,0.715435223,0.011184888
984,34452,1521,9,Citrus,Citrus-34452,Inverness,"Inverness, Floral City, Inverness Highlands North, Inverness Highlands South",166,Citrus-34452,Inverness,30,30,0.721287073,0.019665552
985,34453,1523,9,Citrus,Citrus-34453,Inverness,"Inverness, Citrus Hills, Hernando, Inverness Highlands North, Lecanto",167,Citrus-34453,Inverness,11,11,0.624669852,0.005703963
986,34461,1525,9,Citrus,Citrus-34461,Lecanto,"Black Diamond, Citrus Hills, Homosassa Springs, Lecanto, Pine Ridge, Sugarmill Woods",168,Citrus-34461,Lecanto,9,9,1.026474599,0.011137739
987,34465,1526,9,Citrus,Citrus-34465,Beverly Hills,"Beverly Hills, Black Diamond, Citrus Springs, Lecanto, Pine Ridge",169,Citrus-34465,Beverly Hills,8,8,0.550450164,0.005811178
988,34470,1527,42,Marion,Marion-34470,Ocala,Ocala,646,Marion-34470,Ocala,13,13,0.447641264,0.003708117
989,34471,1528,42,Marion,Marion-34471,Ocala,Ocala,647,Marion-34471,Ocala,26,26,0.436593137,0.004973469
990,34472,1529,42,Marion,Marion-34472,Ocala,Silver Springs Shores,648,Marion-34472,Ocala,31,31,0.541446813,0.011370637
991,34473,1530,42,Marion,Marion-34473,Ocala,Ocala,649,Marion-34473,Ocala,23,23,0.553866308,0.009774843
992,34474,1532,42,Marion,Marion-34474,Ocala,Ocala,650,Marion-34474,Ocala,20,20,0.320136218,0.005052229
993,34475,1533,42,Marion,Marion-34475,Ocala,Ocala,651,Marion-34475,Ocala,<5,-2,0.507500294,0.007041409
994,34476,1534,42,Marion,Marion-34476,Ocala,Ocala,652,Marion-34476,Ocala,26,26,0.440858104,0.008470613
995,34479,1536,42,Marion,Marion-34479,Ocala,Ocala,653,Marion-34479,Ocala,12,12,0.5241183,0.004208918
